user_phone_id,dim_date_month,nudge_id,m_o_m_fin_health_indicator
971714214850,202007,variant_a,1
971714214850,202008,variant_a,1
971714214850,202009,variant_a,0
971714214850,202010,variant_a,1
971714214850,202011,variant_a,1
971714214850,202012,variant_a,0
971084682580,202001,variant_a,1
971084682580,202002,variant_a,0
971084682580,202003,variant_a,0
971084682580,202004,variant_a,1
971084682580,202005,variant_a,0
971084682580,202006,variant_a,1
971084682580,202007,variant_a,1
971084682580,202008,variant_a,1
971084682580,202009,variant_a,1
971084682580,202010,variant_a,0
971084682580,202011,variant_a,1
971084682580,202012,variant_a,1
971342995304,202001,variant_a,1
971342995304,202002,variant_a,1
971342995304,202003,variant_a,1
971342995304,202004,variant_a,0
971342995304,202005,variant_a,1
971342995304,202006,variant_a,0
971342995304,202007,variant_a,1
971342995304,202008,variant_a,0
971342995304,202009,variant_a,0
971342995304,202010,variant_a,1
971342995304,202011,variant_a,1
971342995304,202012,variant_a,0
971950186043,202001,variant_a,1
971950186043,202002,variant_a,1
971950186043,202003,variant_a,0
971950186043,202004,variant_a,1
971950186043,202005,variant_a,0
971950186043,202006,variant_a,1
971950186043,202007,variant_a,0
971950186043,202008,variant_a,1
971950186043,202009,variant_a,0
971950186043,202010,variant_a,1
971950186043,202011,variant_a,1
971950186043,202012,variant_a,1
971874607972,202001,variant_a,1
971874607972,202002,variant_a,1
971874607972,202003,variant_a,1
971874607972,202004,variant_a,1
971874607972,202005,variant_a,0
971874607972,202006,variant_a,1
971874607972,202007,variant_a,1
971874607972,202008,variant_a,0
971874607972,202009,variant_a,1
971874607972,202010,variant_a,1
971874607972,202011,variant_a,1
971874607972,202012,variant_a,0
971446864881,202001,variant_a,1
971446864881,202002,variant_a,1
971446864881,202003,variant_a,0
971446864881,202004,variant_a,1
971446864881,202005,variant_a,0
971446864881,202006,variant_a,1
971446864881,202007,variant_a,0
971446864881,202008,variant_a,1
971446864881,202009,variant_a,1
971446864881,202010,variant_a,0
971446864881,202011,variant_a,0
971446864881,202012,variant_a,1
971421961725,202001,variant_a,0
971421961725,202002,variant_a,1
971421961725,202003,variant_a,0
971421961725,202004,variant_a,0
971421961725,202005,variant_a,0
971421961725,202006,variant_a,0
971421961725,202007,variant_a,0
971421961725,202008,variant_a,0
971421961725,202009,variant_a,1
971421961725,202010,variant_a,0
971421961725,202011,variant_a,1
971421961725,202012,variant_a,1
971249724219,202001,variant_a,1
971249724219,202002,variant_a,0
971249724219,202003,variant_a,0
971249724219,202004,variant_a,0
971249724219,202005,variant_a,1
971249724219,202006,variant_a,0
971249724219,202007,variant_a,0
971249724219,202008,variant_a,1
971249724219,202009,variant_a,0
971249724219,202010,variant_a,0
971249724219,202011,variant_a,1
971249724219,202012,variant_a,0
971086012546,202001,variant_a,1
971086012546,202002,variant_a,1
971086012546,202003,variant_a,0
971086012546,202004,variant_a,1
971086012546,202005,variant_a,1
971086012546,202006,variant_a,0
971086012546,202007,variant_a,1
971086012546,202008,variant_a,0
971086012546,202009,variant_a,1
971086012546,202010,variant_a,0
971086012546,202011,variant_a,1
971086012546,202012,variant_a,1
971016586073,202001,variant_a,0
971016586073,202002,variant_a,0
971016586073,202003,variant_a,1
971016586073,202004,variant_a,0
971016586073,202005,variant_a,1
971016586073,202006,variant_a,1
971016586073,202007,variant_a,1
971016586073,202008,variant_a,0
971016586073,202009,variant_a,1
971016586073,202010,variant_a,1
971016586073,202011,variant_a,0
971016586073,202012,variant_a,1
971964755489,202001,variant_a,1
971964755489,202002,variant_a,0
971964755489,202003,variant_a,1
971964755489,202004,variant_a,1
971964755489,202005,variant_a,0
971964755489,202006,variant_a,0
971964755489,202007,variant_a,0
971964755489,202008,variant_a,1
971964755489,202009,variant_a,1
971964755489,202010,variant_a,1
971964755489,202011,variant_a,1
971964755489,202012,variant_a,0
971219607240,202001,variant_a,0
971219607240,202002,variant_a,0
971219607240,202003,variant_a,1
971219607240,202004,variant_a,1
971219607240,202005,variant_a,1
971219607240,202006,variant_a,1
971219607240,202007,variant_a,1
971219607240,202008,variant_a,1
971219607240,202009,variant_a,1
971219607240,202010,variant_a,1
971219607240,202011,variant_a,1
971219607240,202012,variant_a,1
971010609477,202001,variant_a,0
971010609477,202002,variant_a,1
971010609477,202003,variant_a,0
971010609477,202004,variant_a,0
971010609477,202005,variant_a,1
971010609477,202006,variant_a,1
971010609477,202007,variant_a,0
971010609477,202008,variant_a,1
971010609477,202009,variant_a,0
971010609477,202010,variant_a,1
971010609477,202011,variant_a,0
971010609477,202012,variant_a,0
971669605029,202001,variant_a,0
971669605029,202002,variant_a,0
971669605029,202003,variant_a,1
971669605029,202004,variant_a,1
971669605029,202005,variant_a,1
971669605029,202006,variant_a,1
971669605029,202007,variant_a,1
971669605029,202008,variant_a,0
971669605029,202009,variant_a,1
971669605029,202010,variant_a,0
971669605029,202011,variant_a,0
971669605029,202012,variant_a,1
971296568227,202001,variant_a,0
971296568227,202002,variant_a,1
971296568227,202003,variant_a,0
971296568227,202004,variant_a,1
971296568227,202005,variant_a,1
971296568227,202006,variant_a,1
971296568227,202007,variant_a,1
971296568227,202008,variant_a,1
971296568227,202009,variant_a,1
971296568227,202010,variant_a,0
971296568227,202011,variant_a,0
971296568227,202012,variant_a,1
971686476801,202001,variant_a,0
971686476801,202002,variant_a,1
971686476801,202003,variant_a,0
971686476801,202004,variant_a,1
971686476801,202005,variant_a,0
971686476801,202006,variant_a,0
971686476801,202007,variant_a,0
971686476801,202008,variant_a,1
971686476801,202009,variant_a,0
971686476801,202010,variant_a,1
971686476801,202011,variant_a,1
971686476801,202012,variant_a,1
971272667344,202001,variant_a,1
971272667344,202002,variant_a,0
971272667344,202003,variant_a,1
971272667344,202004,variant_a,0
971272667344,202005,variant_a,1
971272667344,202006,variant_a,0
971272667344,202007,variant_a,1
971272667344,202008,variant_a,1
971272667344,202009,variant_a,1
971272667344,202010,variant_a,1
971272667344,202011,variant_a,1
971272667344,202012,variant_a,0
971578426921,202001,variant_a,1
971578426921,202002,variant_a,1
971578426921,202003,variant_a,1
971578426921,202004,variant_a,1
971578426921,202005,variant_a,1
971578426921,202006,variant_a,1
971578426921,202007,variant_a,0
971578426921,202008,variant_a,1
971578426921,202009,variant_a,1
971578426921,202010,variant_a,1
971578426921,202011,variant_a,0
971578426921,202012,variant_a,1
971373944083,202001,variant_a,1
971373944083,202002,variant_a,0
971373944083,202003,variant_a,1
971373944083,202004,variant_a,0
971373944083,202005,variant_a,1
971373944083,202006,variant_a,1
971373944083,202007,variant_a,0
971373944083,202008,variant_a,0
971373944083,202009,variant_a,0
971373944083,202010,variant_a,0
971373944083,202011,variant_a,0
971373944083,202012,variant_a,1
971553197062,202001,variant_a,0
971553197062,202002,variant_a,1
971553197062,202003,variant_a,1
971553197062,202004,variant_a,1
971553197062,202005,variant_a,0
971553197062,202006,variant_a,1
971553197062,202007,variant_a,1
971553197062,202008,variant_a,0
971553197062,202009,variant_a,1
971553197062,202010,variant_a,1
971553197062,202011,variant_a,0
971553197062,202012,variant_a,0
971681713854,202001,variant_a,0
971681713854,202002,variant_a,1
971681713854,202003,variant_a,0
971681713854,202004,variant_a,1
971681713854,202005,variant_a,1
971681713854,202006,variant_a,0
971681713854,202007,variant_a,1
971681713854,202008,variant_a,0
971681713854,202009,variant_a,0
971681713854,202010,variant_a,1
971681713854,202011,variant_a,0
971681713854,202012,variant_a,1
971208439828,202001,variant_a,1
971208439828,202002,variant_a,0
971208439828,202003,variant_a,1
971208439828,202004,variant_a,1
971208439828,202005,variant_a,1
971208439828,202006,variant_a,0
971208439828,202007,variant_a,1
971208439828,202008,variant_a,1
971208439828,202009,variant_a,1
971208439828,202010,variant_a,0
971208439828,202011,variant_a,1
971208439828,202012,variant_a,1
971851789938,202001,variant_a,0
971851789938,202002,variant_a,1
971851789938,202003,variant_a,1
971851789938,202004,variant_a,1
971851789938,202005,variant_a,1
971851789938,202006,variant_a,1
971851789938,202007,variant_a,1
971851789938,202008,variant_a,0
971851789938,202009,variant_a,1
971851789938,202010,variant_a,1
971851789938,202011,variant_a,1
971851789938,202012,variant_a,1
971380064810,202001,variant_a,1
971380064810,202002,variant_a,0
971380064810,202003,variant_a,1
971380064810,202004,variant_a,0
971380064810,202005,variant_a,0
971380064810,202006,variant_a,1
971380064810,202007,variant_a,1
971380064810,202008,variant_a,1
971380064810,202009,variant_a,0
971380064810,202010,variant_a,1
971380064810,202011,variant_a,0
971380064810,202012,variant_a,0
971803546685,202001,variant_a,1
971803546685,202002,variant_a,1
971803546685,202003,variant_a,1
971803546685,202004,variant_a,0
971803546685,202005,variant_a,0
971803546685,202006,variant_a,1
971803546685,202007,variant_a,1
971803546685,202008,variant_a,1
971803546685,202009,variant_a,1
971803546685,202010,variant_a,1
971803546685,202011,variant_a,1
971803546685,202012,variant_a,0
971533320781,202001,variant_a,1
971533320781,202002,variant_a,1
971533320781,202003,variant_a,1
971533320781,202004,variant_a,1
971533320781,202005,variant_a,1
971533320781,202006,variant_a,0
971533320781,202007,variant_a,0
971533320781,202008,variant_a,0
971533320781,202009,variant_a,0
971533320781,202010,variant_a,0
971533320781,202011,variant_a,0
971533320781,202012,variant_a,0
971560038824,202001,variant_a,1
971560038824,202002,variant_a,1
971560038824,202003,variant_a,1
971560038824,202004,variant_a,0
971560038824,202005,variant_a,0
971560038824,202006,variant_a,0
971560038824,202007,variant_a,0
971560038824,202008,variant_a,1
971560038824,202009,variant_a,1
971560038824,202010,variant_a,0
971560038824,202011,variant_a,0
971560038824,202012,variant_a,1
971157149851,202001,variant_a,1
971157149851,202002,variant_a,1
971157149851,202003,variant_a,1
971157149851,202004,variant_a,1
971157149851,202005,variant_a,1
971157149851,202006,variant_a,1
971157149851,202007,variant_a,1
971157149851,202008,variant_a,0
971157149851,202009,variant_a,1
971157149851,202010,variant_a,0
971157149851,202011,variant_a,0
971157149851,202012,variant_a,1
971523537416,202001,variant_a,1
971523537416,202002,variant_a,0
971523537416,202003,variant_a,1
971523537416,202004,variant_a,0
971523537416,202005,variant_a,1
971523537416,202006,variant_a,0
971523537416,202007,variant_a,1
971523537416,202008,variant_a,0
971523537416,202009,variant_a,0
971523537416,202010,variant_a,0
971523537416,202011,variant_a,1
971523537416,202012,variant_a,0
971627996479,202001,variant_a,0
971627996479,202002,variant_a,0
971627996479,202003,variant_a,0
971627996479,202004,variant_a,1
971627996479,202005,variant_a,0
971627996479,202006,variant_a,0
971627996479,202007,variant_a,1
971627996479,202008,variant_a,1
971627996479,202009,variant_a,0
971627996479,202010,variant_a,1
971627996479,202011,variant_a,1
971627996479,202012,variant_a,1
971878706268,202001,variant_a,0
971878706268,202002,variant_a,1
971878706268,202003,variant_a,0
971878706268,202004,variant_a,0
971878706268,202005,variant_a,0
971878706268,202006,variant_a,1
971878706268,202007,variant_a,1
971878706268,202008,variant_a,0
971878706268,202009,variant_a,1
971878706268,202010,variant_a,0
971878706268,202011,variant_a,0
971878706268,202012,variant_a,0
971734234445,202001,variant_a,1
971734234445,202002,variant_a,1
971734234445,202003,variant_a,1
971734234445,202004,variant_a,1
971734234445,202005,variant_a,0
971734234445,202006,variant_a,1
971734234445,202007,variant_a,0
971734234445,202008,variant_a,1
971734234445,202009,variant_a,1
971734234445,202010,variant_a,0
971734234445,202011,variant_a,1
971734234445,202012,variant_a,1
971325618214,202001,variant_a,1
971325618214,202002,variant_a,1
971325618214,202003,variant_a,0
971325618214,202004,variant_a,0
971325618214,202005,variant_a,1
971325618214,202006,variant_a,1
971325618214,202007,variant_a,1
971325618214,202008,variant_a,1
971325618214,202009,variant_a,1
971325618214,202010,variant_a,1
971325618214,202011,variant_a,1
971325618214,202012,variant_a,1
971239123024,202001,variant_a,1
971239123024,202002,variant_a,1
971239123024,202003,variant_a,0
971239123024,202004,variant_a,1
971239123024,202005,variant_a,1
971239123024,202006,variant_a,0
971239123024,202007,variant_a,1
971239123024,202008,variant_a,0
971239123024,202009,variant_a,1
971239123024,202010,variant_a,0
971239123024,202011,variant_a,1
971239123024,202012,variant_a,1
971894104092,202001,variant_a,1
971894104092,202002,variant_a,1
971894104092,202003,variant_a,0
971894104092,202004,variant_a,1
971894104092,202005,variant_a,1
971894104092,202006,variant_a,1
971894104092,202007,variant_a,0
971894104092,202008,variant_a,0
971894104092,202009,variant_a,0
971894104092,202010,variant_a,1
971894104092,202011,variant_a,0
971894104092,202012,variant_a,1
971656122272,202001,variant_a,1
971656122272,202002,variant_a,1
971656122272,202003,variant_a,0
971656122272,202004,variant_a,0
971656122272,202005,variant_a,1
971656122272,202006,variant_a,0
971656122272,202007,variant_a,1
971656122272,202008,variant_a,1
971656122272,202009,variant_a,1
971656122272,202010,variant_a,1
971656122272,202011,variant_a,1
971656122272,202012,variant_a,1
971133524398,202001,variant_a,0
971133524398,202002,variant_a,1
971133524398,202003,variant_a,1
971133524398,202004,variant_a,1
971133524398,202005,variant_a,1
971133524398,202006,variant_a,0
971133524398,202007,variant_a,0
971133524398,202008,variant_a,1
971133524398,202009,variant_a,1
971133524398,202010,variant_a,1
971133524398,202011,variant_a,1
971133524398,202012,variant_a,1
971038945024,202001,variant_a,0
971038945024,202002,variant_a,0
971038945024,202003,variant_a,1
971038945024,202004,variant_a,0
971038945024,202005,variant_a,1
971038945024,202006,variant_a,0
971038945024,202007,variant_a,0
971038945024,202008,variant_a,1
971038945024,202009,variant_a,0
971038945024,202010,variant_a,0
971038945024,202011,variant_a,0
971038945024,202012,variant_a,1
971236872046,202001,variant_a,1
971236872046,202002,variant_a,0
971236872046,202003,variant_a,1
971236872046,202004,variant_a,1
971236872046,202005,variant_a,0
971236872046,202006,variant_a,1
971236872046,202007,variant_a,1
971236872046,202008,variant_a,1
971236872046,202009,variant_a,0
971236872046,202010,variant_a,1
971236872046,202011,variant_a,1
971236872046,202012,variant_a,1
971460422464,202001,variant_a,1
971460422464,202002,variant_a,0
971460422464,202003,variant_a,1
971460422464,202004,variant_a,0
971460422464,202005,variant_a,1
971460422464,202006,variant_a,0
971460422464,202007,variant_a,0
971460422464,202008,variant_a,0
971460422464,202009,variant_a,1
971460422464,202010,variant_a,0
971460422464,202011,variant_a,0
971460422464,202012,variant_a,0
971819525627,202001,variant_a,0
971819525627,202002,variant_a,0
971819525627,202003,variant_a,1
971819525627,202004,variant_a,1
971819525627,202005,variant_a,0
971819525627,202006,variant_a,1
971819525627,202007,variant_a,0
971819525627,202008,variant_a,0
971819525627,202009,variant_a,0
971819525627,202010,variant_a,0
971819525627,202011,variant_a,1
971819525627,202012,variant_a,1
971441031835,202001,variant_a,0
971441031835,202002,variant_a,0
971441031835,202003,variant_a,1
971441031835,202004,variant_a,1
971441031835,202005,variant_a,1
971441031835,202006,variant_a,0
971441031835,202007,variant_a,1
971441031835,202008,variant_a,1
971441031835,202009,variant_a,1
971441031835,202010,variant_a,1
971441031835,202011,variant_a,1
971441031835,202012,variant_a,1
971620157245,202001,variant_a,1
971620157245,202002,variant_a,0
971620157245,202003,variant_a,1
971620157245,202004,variant_a,0
971620157245,202005,variant_a,1
971620157245,202006,variant_a,1
971620157245,202007,variant_a,1
971620157245,202008,variant_a,0
971620157245,202009,variant_a,0
971620157245,202010,variant_a,0
971620157245,202011,variant_a,1
971620157245,202012,variant_a,1
971021263917,202001,variant_a,0
971021263917,202002,variant_a,1
971021263917,202003,variant_a,0
971021263917,202004,variant_a,0
971021263917,202005,variant_a,0
971021263917,202006,variant_a,0
971021263917,202007,variant_a,0
971021263917,202008,variant_a,0
971021263917,202009,variant_a,0
971021263917,202010,variant_a,0
971021263917,202011,variant_a,1
971021263917,202012,variant_a,1
971719672876,202001,variant_a,0
971719672876,202002,variant_a,1
971719672876,202003,variant_a,1
971719672876,202004,variant_a,0
971719672876,202005,variant_a,1
971719672876,202006,variant_a,0
971719672876,202007,variant_a,0
971719672876,202008,variant_a,0
971719672876,202009,variant_a,1
971719672876,202010,variant_a,1
971719672876,202011,variant_a,1
971719672876,202012,variant_a,0
971248493260,202001,variant_a,1
971248493260,202002,variant_a,1
971248493260,202003,variant_a,0
971248493260,202004,variant_a,1
971248493260,202005,variant_a,1
971248493260,202006,variant_a,1
971248493260,202007,variant_a,0
971248493260,202008,variant_a,1
971248493260,202009,variant_a,1
971248493260,202010,variant_a,1
971248493260,202011,variant_a,1
971248493260,202012,variant_a,1
971660717720,202001,variant_a,1
971660717720,202002,variant_a,0
971660717720,202003,variant_a,1
971660717720,202004,variant_a,0
971660717720,202005,variant_a,1
971660717720,202006,variant_a,0
971660717720,202007,variant_a,1
971660717720,202008,variant_a,1
971660717720,202009,variant_a,0
971660717720,202010,variant_a,0
971660717720,202011,variant_a,0
971660717720,202012,variant_a,1
971188478652,202001,variant_a,1
971188478652,202002,variant_a,0
971188478652,202003,variant_a,1
971188478652,202004,variant_a,1
